userName,score,content,at
Muchamad Harryono,1,padahal jaringan lancar tapi tetep muter muter buka komentar gabisa gabisa like vidio gabisa postingulang vidio gimana si ini tiktok,2026-02-17 19:44:28
Shandi Maria,5,its real,2026-02-17 19:42:33
Play Boy,5,hemm app nya gk ngelag suka banget dehh,2026-02-17 19:42:01
Vivifira Diana,4,tiktok nya GK bahasa indonesia😐😐😐,2026-02-17 19:41:20
Najid AldrichR,4,baik,2026-02-17 19:40:47
Agnes Agnes Septiani faot,5,aplikasi play store nya terhapus dari hp jadi gimana dong,2026-02-17 19:40:31
Rulboy Pamah,1,"yang baca chat ini,sudah lah lempar koin di room live,sudah banyak kreator keluarga di room live,pasang goodie back ribuan coin hanya untuk memancing penonton lempar coin tapi di saat 1minit akhir semua yang ada di komal mereka saling berbagi gift agar terbaca oleh algoritma tiktok karenah secara acak kontribusi yang ada di room,sepintar""nya tiktok membuat aplikasi tapi mudah di bodohin juga sama pengguna nya,lain lagi goodie back pakai kunci,makanya korun udah jarang dipakai mengundang penonton",2026-02-17 19:39:50
Slamet Harja,5,Bagus,2026-02-17 19:39:17
Nayla Muazzara,5,"Bgss bngtt, tpi ak gasuka klo mau kluar live itu nglek",2026-02-17 19:37:19
Diah Setiorini,5,bagus bgt,2026-02-17 19:37:01
safira Zahra,5,bagusss enakk juga hahahah,2026-02-17 19:36:23
kita dapet,5,ok,2026-02-17 19:33:56
Mbunn,4,bagus,2026-02-17 19:32:39
Nabil Khalif Andico,1,kenapa harus ada pembatas san usia mau ngaplot vidio gak bisa,2026-02-17 19:32:33
Pitri Handayani,5,karena asikkk bangettt,2026-02-17 19:32:09
Syahla Melita,2,banyak orang dong*,2026-02-17 19:30:45
Zando,3,kenapa tiktok saya ga ada tokonya??,2026-02-17 19:30:02
Hilmi,2,makin di update malah makin rusak ni app jadi boros banget baterai sama banyak bug nya,2026-02-17 19:29:51
Khayla Almira M,3,Aplikasi nya bagus 👍👌tapi ada beberapa yg kurang 😐,2026-02-17 19:28:15
Nenek Dika,5,bagus,2026-02-17 19:26:52
Nurma Ayu,3,"tolong kok akun saya ikon shop nnya ga ada ya mau buat beli beli susah tiktokshop nya ga ada sudah berapa kali update ini ga muncul""",2026-02-17 19:26:13
Kartika Damayanti Tarigan,1,gk ada shop nya,2026-02-17 19:25:29
Putri Mawar,5,saya suka sekali dengan tiktok,2026-02-17 19:21:24
Asal jadeh,5,Bagus,2026-02-17 19:20:56
Amirah Nuraini,5,bagusss jadi ga gampang bosen,2026-02-17 19:19:48
stokgurundapzystecu,1,karena akun saya sdh banyak sekali terkena block padahal saya tidak melakukan apa apa sdh 3 akun saya terkena block dan saya tidak tau jga apa yg saya lakukan,2026-02-17 19:19:14
Yoel Marsel,1,isi tiktok full monyet dongo,2026-02-17 19:14:59
K ENZI,5,ini sangat menghibur,2026-02-17 19:14:30
PMDA team,2,"bagus tpi kenapa setiap aku upload viewsnya ngestuck di 0? kalo 200 mah masih mending lah ini 0, udh nunggu berjam jam masih 0, ini gimana sih tiktok",2026-02-17 19:13:09
hana imti,1,sebenarnya aplikasi ini bagus hanya saja tidak ada pengeditan vidio,2026-02-17 19:12:06
Popi Monica,4,"aplikasi sudah bagus, cuma kok punya saya ngebug",2026-02-17 19:10:45
nazla nurarkania,3,knp kalo aku mau foto di tiktok kadang bisa kamera depan kadang engga tolong perbaiki terus knp aku ga bisa foto 4 tolong perbaiki ya😭😭😭,2026-02-17 19:10:43
Sugiarno,1,ngelag mulu anj,2026-02-17 19:10:29
Sarah nur Assyifa,5,velocity nya kedat kedut,2026-02-17 19:09:37
カーンうちは•,4,"Pls ini sangat lag, pls jangan lag saya muak",2026-02-17 19:07:52
Muhammad Aditya,1,"ini kenapa buka komen ngelag, buka postingan ulang ngelag, buka vidio yang disimpan ngelag, buka vidio yang di sukai ngelag bahkan buka kamera juga ngelag padahal srol vidio di beranda aman aman aja gak ngelag sama sekali, ni gimana woy tik tok",2026-02-17 19:04:50
Fajar Maulana,5,sangat bagus,2026-02-17 19:04:32
Rina nurul fitriah,4,it's okay👍,2026-02-17 19:02:43
Amrizal Ali amrizal,5,terima kasih gogil,2026-02-17 19:00:31
Amanda Nafisah,2,tidak ada fitur posting ulang dan pesan langsung,2026-02-17 19:00:06
Aansolgun Solgun,3,tiktok ku ga bisa di update harus update 3 kali,2026-02-17 18:58:42
RyanRabbani,4,"haloo tiktok, kenapa pada fyp tiktokku tidak sesuai dengan apa yang aku inginkan. maksudku bukankah fyp akan otomati mengikuti apa yang sesuai dengan apa yang kita like ataupun cari, dan selalu muncul video random yang tidak matching denganku. bukankah dulu fyp selalu mengikuti apa yang kita sukai? Terimakasih..",2026-02-17 18:58:37
Asri Aulia,4,"aplikasi sering ngebug, suka gak bisa like vt orang, gak bisa baca komen, gak bisa liat pengikut, terus gak bisa liat kotak masuk juga, padahal jaringan, wifi sama datanya udah lancar banget",2026-02-17 18:58:26
agus setiyono,4,apk nya bagus.tapi saya akan memberikan beberapa saran 1.tolong adakan fitur hapus repost secara langsung agar tidak perlu menghapus secara manual 2.tolong jangan biarkan orang asing chat kita sebelum follow kita. segitu saja terimakasih🙏🏻.HARAP DI JAWAB,2026-02-17 18:57:46
Imam Sauki,5,mkasih,2026-02-17 18:57:44
LUKI AHDIASYAH,1,"POKOK NYA BINTANG 1 SEMENJAK UPDATE GABISA BUKA KOMEN, TERUS NOTIF PEMBERITAHUAN GA MUNCUL TERUS SERING KELUAR SENDIRI, SELALU GAGAL DALAM JARINGAN PADAHAL JARINGAN BAGUS",2026-02-17 18:57:40
KND DRAMA,2,"apa ini min tiap posting vidio mentok 60% setelah itu ngak bisa,, tiktok di update tambah parah ngak kayak dulu lagi, ngak bisa posting vidio cepat perlu 5menit itu pun singalnya bagus ngak jelek dimana kalau singalnya ngak ada, ngak bisa unggah vidio",2026-02-17 18:57:22
jeyysa salwa Alexsa,3,"kenapa ya setiap scroll suka tiba tiba video nya ga ke puter padahal jaringan bagus wifi lancar, tapi nonton live lancar kalo video di fyp ga muter, harus di hapus dulu, trs download lagi baru bisa kan cape gitu trs mah, padahal memori ga penuh",2026-02-17 18:56:36
Rhevan,5,aplikasi nya sangat bagus sampai saya nonton sampai tidur,2026-02-17 18:54:10
Berkah Chanel,1,baru update kemaren tanggal 12 sekarang udah update lagi..😇😇,2026-02-17 18:53:49
Fris Ka,1,"belanja di tiktok skarang sangat buruk banyak penjual nakal dengan mengirimkan produk palsu dan kita mengajukan pengembalian di tinjau dan toko slalu menolak ,sekarang banyak penjual nakal yang merugikan pembeli",2026-02-17 18:53:34
Anisa Isra,5,banyak ilmu 🥰,2026-02-17 18:52:21
Dian dina,5,aplikasi smngt bgus,2026-02-17 18:51:54
Dewi asi Wulandari,5,"baikk baguss bgtt, tapi kenapa di akun saya dua² ny gak ada muncul event potong harga yaa🥲pdhl kalau belanja di tiktok selalu bnyk promonya trs gk pernah ketipu sama barang² nya",2026-02-17 18:50:48
Tri Astutik,5,bagus,2026-02-17 18:50:43
Zaenab Zea,1,knp kok apk nya gak bisa yaa ada kesalahan apa di apk nya sampai saya coba 2x donwlod tetep gak bisa tolong di perbaiki apk nya agar semua hp bisa donwlod tiktok,2026-02-17 18:50:27
Ariska Riska,5,ok,2026-02-17 18:49:56
indra Rizky,1,"aplikasi kadang lag brutal, fiturnya oke sih, tapiii minimal kalo mau blokir akun orang kasih tau dulu dong, akun saya udah ada banyak like, follower, ada temen saya lagi, tapi tiba tiba di blokir😌 tanpa pemberitahuan dan alasannya, ni gimana ya cara mengembalikannya?😑 kalo udah bisa balik saya kasih b5",2026-02-17 18:48:19
Muhamad Al hafis,1,woi umur gw 14 tahun gw gak sengaja verifikasi nya 13 tahun plis jangan hapus akun gw tiktok itu cuman kesalahan yang gw alami umur gw 14 akun tiktok ku hafis_strom_Chaser,2026-02-17 18:47:19
Sanah Zz,5,aplikasi nya bagus bangett🤭,2026-02-17 18:44:50
Dimas Gambyok,2,"lu kalo niat pelit bikin event,mending gak usah.",2026-02-17 18:44:31
Keyla Ila,5,bagussss,2026-02-17 18:44:30
Banafsha Nazma,4,tolong updaten logo potong harga yaa karna di akun ku gaada,2026-02-17 18:44:06
Likin Kin,5,bagus oke,2026-02-17 18:42:29
Margiyatno,5,"app ⭐⭐⭐⭐⭐best, live tambah translat langsung ,biar tahu kpn bisa kirim hadiah",2026-02-17 18:41:21
Styven Simbolon,5,aplikasi nya sangat bagus banyak fiturnya,2026-02-17 18:40:56
rendol 96,5,min tolong jangan blokir akun tiktok saya 🙏🏻🙏🏻,2026-02-17 18:40:31
Dera Sakilla,1,"TOLONG DONG BENERIN LAGI BUG NYA, MASAA LAGI BUKA PROFIL TIBA TIBA KELUAR DARI APKNYA TERUS JUGA MAU NAMBAH BARANG DI SHOWCASE KELUAR JUGA DARI APK NYA, INI GIMANA TIKTOK TOLONG DI PERBAIKI",2026-02-17 18:40:04
Beber Pagedangan,4,"bagus bngt ,TPI syngny KLO pertama buka Tik tok tuh login nya lama banget",2026-02-17 18:39:31
Agil,3,"saran buat tiktok tambah / ganti expedisi saya asal pesen paket lewat tiktok shop tidak pernah sampai dikealamat saya,,, / paket nya selalu ke retur,,, padahal alamat saya jelas tapi paket tidak sampai",2026-02-17 18:37:24
Shakira Abi,1,suka keluar sendiri aneh dn bkin kesel,2026-02-17 18:36:45
Balqis Farisa,1,"bapuk ni tiktok, event 100 perak tapi per orang dkit banget, perasaan dulu kaga, benerin dulu dh kata gua mah",2026-02-17 18:35:03
Muhamad sapii Iman sapii,5,assalamualaikum warahmatullahi,2026-02-17 18:34:56
Muh Alif,1,apk nya bagus guanya aja yang jahat,2026-02-17 18:33:35
Zahya Naizar,1,"kenapa saya pas buka notif kayak dm, like kok kosong, padahal kemaren saya masih bisa tu kirim pesan, mbikin streak, sekarang gabisa, kayak ke reset semua, terus liat posting ulang gabisa, katanya kesalahan jaringan, liat folowers juga sama, padahal buat aplikasi lain masi bisa, terus saya mau laporkan masalah, malah kesalahan jaringan juga, tolong dong kenapa ini",2026-02-17 18:32:47
AAD,1,abis update sering nge freeze,2026-02-17 18:32:06
Rarampa Bae,5,"Aplikasi ini sangat bagus,tapi suka ngelag",2026-02-17 18:29:48
S Lak,1,banyak bug,2026-02-17 18:28:56
Beckett Leach,1,"kebanyakan iklan judi, gaje nih tiktok lama lama",2026-02-17 18:28:25
annisa maulida,5,"bBbagus sskali ,😂🥰😍😘👆🏻 bnayk pidiyo lucu juga",2026-02-17 18:28:10
Drally Yati,5,Dengan tiktok selain memperbanyak teman bersilaturahmi lewat medsos. juga bisa buat usaha dan belanja apapun yg disukai cepat aman dan,2026-02-17 18:27:56
Ida Farida,1,sya mau komplain nh ke pihak tiktok sya hrus komplai kmn nh,2026-02-17 18:27:14
Roh Mann,1,apk lelet apa² suruh login tapi begitu login lelet sampek sekarang login aja gak bisa,2026-02-17 18:25:27
M Rochim,5,⭐⭐,2026-02-17 18:24:13
Dwi Aditia,1,"Ada akun yang berisisi ttg konten seksual setiap di blok ada lagi akun yg lain yg serupa, gimana ni ??",2026-02-17 18:22:45
Kirana azalia,1,tiktok nya ngelek terus,2026-02-17 18:21:36
Zein Altar,4,saya ingin mendapatkan uang di tiktok semoga pihak tiktok merekomendasikan saya.aamiin,2026-02-17 18:20:57
anakk baikk,1,"sok² buat ivent 100 perak,, udh ngabisin waktu,, pas misi berhasil ga bisa di co,, bukan 1/2 barang aja udh selesai misi malah ga bisa di co, apk scam.",2026-02-17 18:19:11
Muhammad Biagi Deswantoro,1,"Tiktok saya malah ga muncul notifikasi terbaru. yang muncul malah notifkasi dari tahun2 sebelumnya.. Tolong diperbaiki, komentar dari orang lain juga ga muncul. Sudah di cleae chace sama aja",2026-02-17 18:18:49
ama Geulis,5,sangat berguna,2026-02-17 18:18:39
nindya zidni,1,"di update kok malah gabisa posting ulang si, trus nge lag liat komentar memuat ulang bukannya makin bagus malah makin buruk. ngirim vt pun jd cuma 10 org doang ribet, tolong banget ada in lagi posting ulang+komen tidak memuat+tidak ngelag+ngirim vt banyakin!!!",2026-02-17 18:18:37
wabil Gaminggg,5,tiktok ini mantap,2026-02-17 18:18:18
Sabili Bc,5,bagus sihh tapi adalah pokoknya,2026-02-17 18:16:46
rara tiara,5,Tolong yang event tiktok per undang jangan 100 perak lama banget ngerajainnya,2026-02-17 18:14:25
Masha Saqhila,3,ga bisa posting ulang,2026-02-17 18:13:59
rr`,5,bagus bagus sangat sayang sama tik rok,2026-02-17 18:13:39
vina Inazatun,5,𝒔𝒆𝒓𝒖𝒖𝒖,2026-02-17 18:11:58
Syifa Altafunisa123,5,"plss ini aslinya bagus tapi tiba² kyk bug gitu gbisa liat komen,akun gara² katanya gk ad koneksi pdhl di apk lain lancar bgt pls kasi solusii cepett udh pgn nangis ini aku :(",2026-02-17 18:11:49
matchaww,3,"baguss bangett sih, vt² nya juga lucu², tp kenapa yah? di akun satu ku bisa posting ulang, setelah buat akun kedua ga ada fitur posting ulang (tolong di perbaiki bug ini yaa)",2026-02-17 18:11:20
ARDI Ansyah,1,apk susah masuk,2026-02-17 18:10:24
Xytzer66 Xytzer66,1,bug terus ni apk,2026-02-17 18:09:15
Gagal Sarjana muda,3,nyoba dulu kalau bagus full bintang,2026-02-17 18:08:30
Sofian Ian,5,ini sangat bagus ada vidio offline nya jugaaa sangat mantap,2026-02-17 18:08:05
Nasrudin Syahrul,1,bgus sekalii,2026-02-17 18:05:18
Yusuf Yusuf,5,bagus,2026-02-17 18:04:42
narendra pp,1,"wifi lancar sinyal lancar tapi di aplikasi terdeteksi anda sedang offline, BINTANG 1 AJA",2026-02-17 18:04:06
ida Rania,2,"makin update makin gila poto profil orang orang gak bisa kulihat gak ada Poto nya niat update gak sihh gimana makin gila GK bisa liat poto profil orang dan video yang kita posting ulang gak keliatan kalo kita udah posting ulang di akun kita kalo di akun orang keliatan gak warass.. yang waras kek thats simpleee,😡😡",2026-02-17 18:03:07
Taufan Dolfan,5,mantap,2026-02-17 18:03:07
Hairul Fatoni,2,jangan tungu lama2,2026-02-17 18:00:27
Bs Kalapa,5,"tiktok tuh enak keun lah, cuman keselnya tuh suka keluar tiba tiba, cuma minta tolong di perbaiki😉",2026-02-17 17:58:54
Kurniawan Agus Priyanto,1,akun saya tiba2 ditangguhkan gak ada peringatan dan saya pun tidak melakukan pelanggatan... aneh,2026-02-17 17:55:44
Dera Anggraini,4,punyaku gak ada even potong harga!!!,2026-02-17 17:54:13
Mulyadi,1,selalu keluar sndiri kyk gilak,2026-02-17 17:52:33
Abid AF,3,tolong ini aplikasih berar banget tapi akhirnya terbayar kan juga 😭,2026-02-17 17:52:02
Wardiati,5,berekspresi dan menghasilkan,2026-02-17 17:51:21
Nadia Alesha,4,agak lelet sih tapi lumayan,2026-02-17 17:51:12
Debi Astuti,5,seru pokoknyaaa dehh harus download sii wajibb,2026-02-17 17:49:58
Naila Maylin,5,kerenn banguttttt🥰,2026-02-17 17:49:03
Aris Handoko,5,bagus,2026-02-17 17:48:21
Eri Handayani,4,"Bagus sekali,aku sangat tidak menyesal:)",2026-02-17 17:46:07
ngadino motor,4,bagus sih tapi agak gimana gitu,2026-02-17 17:45:03
amelia meitha,2,parah banget udah 2 hari gabisa baca komentar gimanasi tolonglah diperbaiki,2026-02-17 17:44:38
SM Zaidan,5,Karena bisa chatan kalau gk ada whatsapp,2026-02-17 17:44:12
Toto Daryanto,5,Seru kalo lagi mager,2026-02-17 17:42:28
Erick cihuy,1,aplikasi pemberat memori hp,2026-02-17 17:41:41
disty,1,di akun gw nggk ada event potong harga...dah berapa kali liat akun temen ada huh,2026-02-17 17:40:36
Ponima jepara,5,tiktok memang bagus,2026-02-17 17:40:26
Kasino Adi Kasino adi,1,aplikasi nya bagus tapi saya saranin buat bisa menghapus posting ulang,2026-02-17 17:36:23
Moh Rizqi,1,iklan yg buruk,2026-02-17 17:34:37
Ilham mp,1,ga serus sekarang tiktok potonganya sadis cuman beberapa perak doang dasar pelit,2026-02-17 17:34:14
Dadi arik,5,manntap,2026-02-17 17:29:59
Jhon Dave,5,menyenangkan...,2026-02-17 17:29:49
Raya Zakia,5,"tiktok lite bagus tapi tolong beri ""live"" tapi dari folowers 50 tolong..",2026-02-17 17:28:31
Wayan Srianti,5,aku suka sekali,2026-02-17 17:27:40
Ahmad Al madani,5,mantap sekali followers saya sudah banyak,2026-02-17 17:25:45
Pintor Hutabarat,5,bagus banget,2026-02-17 17:25:11
Fina Agustina,1,"tiktok shop nya tidak muncul, sudah install ulang dan hapus change ttep gak muncul tiktok shop ny, gak ada solusi lain dari cs nya",2026-02-17 17:24:50
Rizal Mahendra,1,akun tiba tiba ditangguhkan,2026-02-17 17:22:17
Tuti Sumyati,1,"knpa gaada tktk shop, trus gbisa msuk dftar, trus loading dari tdi,pdhal internet ada tpi tulisan nya tida ada jaringan internet, gmna yaa ini",2026-02-17 17:22:14
Imawi Babe,5,Sangat bagus aku suka aplikasi ini,2026-02-17 17:21:53
Citra,5,tiktok kamu banyak kenangan dari aku kenal kamu sekarang aku udah gk bisa nge download kamu lagi karena kamu udah gk berfungsi lagi di perangkatku,2026-02-17 17:19:35
Natasya Rusmana,5,adain potongan harga plis di tiktok aku,2026-02-17 17:18:11
Cjdw Tkt,5,muachh makasih tik tok,2026-02-17 17:17:02
kpa uptalkeldpu,5,Ok,2026-02-17 17:15:52
Sinta,5,bagus sekali,2026-02-17 17:15:34
Goodday Susu,5,kerja bagus,2026-02-17 17:15:34
Antonio Riveldi,5,mantap,2026-02-17 17:14:34
Marsya aulia Putri,4,komen nya gabisa di buka loading terus gabisa pake wifi padahal jaringan lancar hrus pake kuata tolong min solusinya,2026-02-17 17:14:31
Putri Aisyah,5,sukaa bgt ni app,2026-02-17 17:13:34
Dzakira Tunisa guntara,4,"bagus,tapi kadang nge bug anying",2026-02-17 17:12:52
Abdi Adam,5,seru,2026-02-17 17:12:23
Kusnandi Kusnandi,5,mengurangi rasa membosankan,2026-02-17 17:11:37
Azkia Cantik,1,"wifi saya normal,knp kagak bisa njir gatau benci aja sama aplikasi ini minta solusi tetep aja gabisa tuh solusinya kaya gabeguna gitu benci",2026-02-17 17:11:31
RENO DONARA,1,where is the comment,2026-02-17 17:10:18
Jacko Seran bria,4,bagus tapi aku baru update terus baru main 1 hari update lagi tolong ini kenapa sih,2026-02-17 17:09:41
Nur Fahmi,5,bagussss,2026-02-17 17:04:48
Ardi Listiono,1,entah kenapa ada bug nya pas di pake nonton vidio (bukan nonton live) pas keluar apk masih ada suaranya jadi gua harus hapus terus download lagi dan yang bikin kaget apk bisa makan hampir 2gb an ram pantes hp gua yang biasanya lancar jadi lemot dan entah kenapa banyak user yang suka ragebait di tambah lagi banyak konten² gk berkualitas bertebaran dimana² jadi kesel sendiri pas buka tiktok tapi ya gimana lagi gk buka tiktok gabut buka tiktok malah kesel sendiri,2026-02-17 17:04:18
Yusep K,2,"bagus sih menghibur, mles nya , koin jdi mahal,trus bnyak potongan² GK jlas . dah lah",2026-02-17 17:03:33
Sukirno Kirno,5,saya sangat senang,2026-02-17 17:03:14
Yogidoy11,5,terhebat,2026-02-17 16:59:15
Akun ML,1,mau nonton drama China aja harus bayar mahal pula tu dasar,2026-02-17 16:59:11
Demmar Syam,5,mantap,2026-02-17 16:58:17
akun ml,1,tolonglaaaa aku gakuat liat fyp nyaa apaa gabisaa diganti sama video yang lucuu lcu kaya kucing masuk parit atau apalah jgn org bucin aja ya plis🙏🙏🙏,2026-02-17 16:56:18
Hasan Islam,5,world of fitness,2026-02-17 16:55:35
Sp Rano,4,"tiktok punya saya tidaka ada potongan harga nya seperti orang' lain,udah di fresh tapi tetep ga muncul",2026-02-17 16:54:18
putriayu,4,sediakan fitur hapus posting ulang yg simple dan bisa kehapus semua dongg,2026-02-17 16:53:00
Ahnaf Pratama,1,min tolong ya kenapa HP ku pas nonton masi ada suara saun dari tik tok ya gk bisa ilang suaranya mohon perbaiki,2026-02-17 16:52:57
Amelia Lia,3,"tiktok ini udah bagus,tapi kadang suka bug,tiba tiba keluar sendiri terus kalo mau login lama banget, tolong perbaiki ya",2026-02-17 16:52:11
Muhammad Azka,5,seru dan menyenangkan,2026-02-17 16:51:04
Wulan Lestari,1,"kok saya buka komentar tik tok tidak ada koneksi internet,padahal internet saya nyala dan lancar kalau buka aplikasi lain,tolong perbaiki",2026-02-17 16:50:20
Modinner Modinner,3,aku kurang suka karna ada orang jahat banyak di situ aku pernah di hujat jdi aku malas sama tiktok,2026-02-17 16:49:43
Gefani Aurelia,5,"baguss banget, untuk nonton hal' yang kreatif",2026-02-17 16:49:29
Revi Revialvarizi,5,tiktok ku kok gak ada tiktok shop nya dan gak bisa posting ulang,2026-02-17 16:47:41
Nadine Zylena Tarigan,1,rate bintang 1 fyp nya gaasik dah gt ke send ke my friend JD GUE MALU ANJAII GA RECOMEND NI APP,2026-02-17 16:45:31
Rahman Sopian,5,tikotok mntaap,2026-02-17 16:45:18
Zidan Cahya Saputra,4,"ini tiktok ku kok ga bisa pencet ""oke"" pas mau ganti pp.mana loading nya lama lagi. tolong perbaiki masalah ku ini. tambahan : video yg ku buat malah ga bisa di hapus atau nge aktifin komentar",2026-02-17 16:45:01
Nafishanur Zihan,5,"jadi males main tt lelet banyak peraturan nya lemot kalo nontonlive gk bisa liat gambar nya , kalo mau ft vd dll dari kamera tt gk bisa gk ada gambar nya . jadi tolong perbaiki lagi",2026-02-17 16:38:18
FAIZUL IZWAN PURWANTO,1,kebanyakan iklan,2026-02-17 16:38:03
rá_mogu,2,"sbnrnya bgus"" aja cmn tiba"" nglag mlu ajg",2026-02-17 16:34:20
Daffa Abadar,5,anjay selebb,2026-02-17 16:34:14
Winda Lestari,5,saya sangat suka dengan aplikasi tiktok,2026-02-17 16:33:45
FRENKY FRENKY,5,aku tidak suka saat menginstal nya lama sekali tetapi tetap saya kasih bintang 5,2026-02-17 16:32:29
Karisma Rahmania,2,"ini aku mau nonton live gabisa jir, kaya nge delay tapi udah di tunggu lama banget tetep aja gabisa muncul gerakan/suara gitu, masuk live nya bisa cuma ya itu ga ada gerakan/suara kaya ngedelay jadinya bikin bt parah.",2026-02-17 16:32:07
Barokah okah Barokah okah,3,aplikasi nya lelet dan sering keluar tanpa sebab coba lah diperbaiki lagi,2026-02-17 16:31:19
vaniyawidia531,3,"post vidio/foto selalu stuck di 30,95 jadi ga ke upload dan harus un instal dulu apk nya!! makin di update jadi banyak yang ga guna.",2026-02-17 16:30:16
Na'im Mubarok,5,mantap,2026-02-17 16:25:47
Nur Aini,2,makin k sni makin gk jls amt sih chat biasa aja smpe gk bsa trkirim tolongg d prbaiki lah gk asyikk bngt chattingan biasa aja smpe ke detaik gk jls gtu trkcuali ada bhs jrok bru tuh pelanggarn🤦‍♀️🤦‍♀️,2026-02-17 16:23:24
Budi Anto,5,Kalau update agak lama app nya kepakek sih tapi suka ngelag gitu,2026-02-17 16:22:26
Fahmifaqihfaris,1,terlalu banyak up date... bikin akun tidak stabil...ku kasih bintang 1,2026-02-17 16:22:11
Mukmin,5,begitu banyak video yg seru dan menarik buat di tonton,2026-02-17 16:20:42
Diki Zulkarnaen,5,"aplikasinya sangat bagus, cocok untuk bikin konten. terimakasih tiktok",2026-02-17 16:18:21
MAV RIZ,5,"jaringan gangguan di tiktok, aku buka aplikasi youtube bagus lancar aja tolong gimana ini",2026-02-17 16:16:22
Naila Afika Rahma,4,"Bgs, tpi nge lag bgt, trs jg ad bug ga bisa liat komen, ngeselin bgt",2026-02-17 16:15:56
Muhamad Ali,5,Mantap,2026-02-17 16:14:29
Aan san jaya,1,kenpa akun saya di blokir salama nya dan ini tidak bagusss aplikasi yang tidak membuat saya puas,2026-02-17 16:13:48
Anisa Barru,5,bisa nonton apa saja,2026-02-17 16:13:32
Cecep Maulana,1,sangat buruk,2026-02-17 16:13:09
Arka Akbatr,5,bagus banget,2026-02-17 16:12:28
Nahdathul Aulia123,5,bangus banget dan apa aja juga ada,2026-02-17 16:10:45
Hasbi Ganteng,1,Leg terus padahal sinyal bagus,2026-02-17 16:07:57
Karan Ranzzjr,5,apk nya bagus karna bisa banyak buat akun,2026-02-17 16:07:49
Gordon Armstrong,2,tik tok ku kok ngbug kok ngleg si padahal jaringan bagus lo? gimana ni tiktok,2026-02-17 16:07:27
Abyasa Prasetyo,1,"kenapa ada batas usia sihhh, lagian gw gk ngapa ngapain cuks",2026-02-17 16:06:07
Aljihad,5,karna banyak orang yang tidak bisa di download secara gratis melalui akun Twitternya ini juga akan saya bahas,2026-02-17 16:06:00
Herman Suherman,5,ok,2026-02-17 16:05:05
Saputra Saputra,4,Bug sering terjadi sperti fitur yang hilang lah dan lain lain sama berat dan ngeleg tapi gw kasih 4 bintang karena udah nemenin Hari hari gw setiap hari walaupun ada konten yang lumayan menjijikan dan melanggar aturan,2026-02-17 16:03:46
dadan darmawan,5,ok,2026-02-17 16:02:06
Modal Dongg,5,bgus sekali😍😍😘,2026-02-17 16:00:40
Seha Rahmawati,5,cuka banget iii,2026-02-17 15:52:48
Akhdan Hiliar,1,"saya direkomendasikan barang barang aneh di tik tok shop, aneh nya saat saya memberi tanggapan ke rekomendasi nya masih muncul terus min... dan setelah saya menginstal dan uninstall aplikasi nya masih muncul aja barang barang aneh itu. gimana ini woi!!!",2026-02-17 15:51:24
Syaf Syaf,5,"setiap hari dan dimanapun aku selalu sroll tiktok di HP ku, kayak menurutku aplikasi utama di HP ku itu tiktok kayak seru aja gitu maininnya",2026-02-17 15:51:19
Meilinda Bratajaya,1,akun saya kena pelanggaran panduan komunikasi,2026-02-17 15:49:34
Tzy Team,5,bagus seng ngomong jelek hamaaa,2026-02-17 15:49:15
Muhammad Wawan,1,mengkeruk,2026-02-17 15:48:38
Melsa Rosmayani,5,bagus bgtt,2026-02-17 15:45:32
Fitri Anggita,3,"apaann bgt ini gabisa dibuat login akun krna jaringannya yang ga stabil padahal wifi lancar"" aja dipake scroll sosmed sebelah juga aman aja kenapa yaa mohon bntuannya udah di uninstall trs download lagi smpk hp aku muat ulang tetep aja",2026-02-17 15:44:49
Rafardhan Arsyilla,5,good,2026-02-17 15:43:36
Sunarti Nia,1,kurang bagus,2026-02-17 15:43:15
Nurgita Tjan,1,"ngeselin banget si bikin mood nonton ilang deh ahhhh, orng lagi nonton tiba¹ masuk tiktok, maksudnya apa ya? tolong di perbaiki ya🤬",2026-02-17 15:43:04
Abdurrahman,4,bagus cuman kadang suka tiba tiba keluar dan gak tau kenapa padahal jaringannya bagus loh tapi ngelek bgt,2026-02-17 15:40:47
kendot gaming,5,ooh la-la-la😍😍,2026-02-17 15:39:55
